customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4397-PMVTY,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),111.75,5250.78,Yes
1650-HQGXL,Male,1,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),36.41,1239.8,No
4132-IIMBA,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.99,199.86,Yes
7818-SKTGY,Female,0,No,No,61,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.5,4062.84,No
1566-TPJCK,Female,1,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,95.71,283.83,Yes
2063-MMXDG,Male,0,No,No,5,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),89.32,452.45,Yes
4769-JWRTW,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,100.19,510.71,No
9766-NEGVT,Female,0,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),109.58,5153.81,No
3113-BDBGO,Female,1,No,No,1,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),86.84,88.32,No
1176-FDAEI,Female,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.35,43.45,Yes
7473-AAHFG,Female,0,No,No,39,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),101.65,3956.05,Yes
2257-SUPTY,Female,0,No,No,41,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,66.95,2747.08,Yes
4657-PQUBN,Male,1,No,No,42,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,68.49,2886.07,No
6106-SBQUJ,Female,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.19,2083.42,No
6926-XVPTP,Female,1,No,No,44,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),98.82,4339.57,Yes
8514-OHBXJ,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,97.81,5859.23,Yes
3291-RAHTQ,Female,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),86.47,440.1,Yes
6089-OKCKY,Male,0,Yes,No,60,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,76.51,4589.92,Yes
4968-EMBHH,Male,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),31.29,1403.18,No
1980-TQBUF,Male,0,No,No,3,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,71.53,223.29,Yes
2527-NTHDC,Female,0,No,No,57,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,77.36,4417.59,No
4240-SEXUM,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.03,25.49,Yes
2789-QCVXQ,Male,0,No,No,37,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.32,3899.77,Yes
8171-RYTJF,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.54,372.65,No
6096-HDUCH,Female,0,No,No,45,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),103.84,4666.46,Yes
4192-JJFJB,Male,0,No,No,26,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,78.93,2059.83,No
8390-VJUVX,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),30.83,981.85,No
1555-HHBLK,Male,0,No,No,2,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),70.52,148.35,Yes
7223-ACDXG,Female,1,No,No,59,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,76.71,4528.53,No
1509-LDYJY,Male,0,No,No,28,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.23,2949.13,Yes
9702-GGEOJ,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,73.87,1334.16,Yes
9077-SHSRD,Male,0,Yes,No,53,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,88.38,4676.19,No
5433-STHBS,Female,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,104.54,528.79,Yes
3653-AUHQP,Male,0,Yes,Yes,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.97,850.48,No
6215-SFTVZ,Female,0,Yes,No,8,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.01,670.9,Yes
5218-FQGZN,Female,0,No,No,48,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),94.91,4556.89,No
2073-OFROJ,Female,0,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),81.26,90.83,Yes
8436-RZPVS,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.74,4645.99,No
6297-OUDFV,Female,0,Yes,Yes,20,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),90.69,1813.1,Yes
5582-DFALQ,Female,0,No,No,22,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.48,1931.14,Yes
5064-KQRDE,Female,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,36.26,1772.15,No
1753-RRXDM,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.53,1715.71,No
7187-LZLXO,Female,0,No,No,23,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,72.89,1672.26,Yes
8333-QQLPI,Female,0,Yes,No,37,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),73.73,2723.42,Yes
1643-MPKBN,Female,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,36.34,1280.87,Yes
4413-ZUDJX,Male,0,Yes,No,22,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,75.7,1663.17,Yes
9841-UWWIM,Male,0,Yes,No,12,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.17,946.76,Yes
8271-WUVAM,Male,0,Yes,Yes,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.94,806.73,Yes
1833-UTCWM,Female,0,No,No,33,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),95.46,3154.34,No
1101-TGJNL,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.41,1072.09,Yes
9243-NEFGO,Male,0,Yes,Yes,6,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,84.31,495.99,No
9379-GUKYM,Female,0,No,No,35,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,60.88,2138.64,Yes
6080-JQMUR,Female,0,No,No,45,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,65.81,2953.96,Yes
6603-WDLII,Male,1,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,83.83,166.28,Yes
6927-SKPPN,Male,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.01,450.8,Yes
2437-GBCSZ,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),84.6,3799.67,Yes
3514-OCBFP,Female,0,Yes,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.25,679.13,No
4957-IZYXL,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),31.32,930.97,No
3307-IRXSP,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),86.69,87.19,Yes
2915-MPEMS,Male,1,Yes,Yes,1,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.79,78.09,Yes
6985-QOQXT,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.75,193.13,Yes
7685-FUPZJ,Male,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),73.33,215.46,Yes
3312-WNEYB,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,93.43,4025.64,Yes
8933-COGIR,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.64,233.06,No
6530-IOCMC,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),104.29,3444.4,Yes
5172-VFGBE,Female,0,No,No,18,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,92.44,1656.11,No
6679-POUIR,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.92,23.59,No
7415-WSICA,Female,0,Yes,Yes,31,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),86.74,2692.74,No
1122-QMDXY,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.09,4894.7,No
1982-RFZIT,Female,0,No,No,27,No,No phone service,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),55.82,1510.22,Yes
5492-UQFSV,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.48,1677.39,No
2113-VNCSZ,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.64,27.88,Yes
4746-SLIEV,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),92.2,823.76,Yes
4765-MKHHY,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,110.81,4769.97,Yes
4116-PEQAS,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.99,20.08,Yes
9822-YRRTK,Male,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.16,229.17,Yes
6067-FKERJ,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,84.05,596.61,Yes
8338-TEGYS,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),90.08,4496.11,No
5886-PTCBJ,Female,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,29.36,1609.81,No
5174-XTRUQ,Female,1,No,No,2,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,74.48,,Yes
5056-ODPEM,Male,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,96.51,4533.31,Yes
3511-GCDBF,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,33.4,2404.5,No
3002-OXMAC,Female,0,Yes,Yes,13,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.76,1086.4,Yes
4482-VEHIG,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,90.49,2628.01,Yes
3185-MNEAG,Male,0,Yes,No,3,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.13,274.61,No
4517-ESODT,Female,0,No,No,22,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.82,2024.55,Yes
4524-EKRCT,Female,0,Yes,Yes,41,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),80.37,3300.25,No
4831-UEBOC,Female,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),99.98,2689.51,Yes
6241-EHYLG,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.8,35.32,No
8364-KRVIN,Female,0,Yes,Yes,2,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.59,172.97,Yes
3137-ACTBF,Male,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,101.33,1519.33,No
5475-WMCCB,Female,0,No,No,10,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),88.15,880.46,Yes
1413-IHRYO,Male,0,Yes,Yes,54,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,55.92,3016.45,Yes
7538-TCBDC,Female,0,Yes,No,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),85.79,5915.62,No
3656-LRIED,Female,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.54,283.84,No
3808-QWEQI,Female,0,Yes,Yes,9,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),63.67,568.36,Yes
5070-PGSKR,Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.37,1758.13,No
4698-VWXYQ,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,105.28,7583.94,No
7809-FEWOE,Male,0,No,No,12,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.67,839.72,Yes
6562-GOHOM,Female,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.62,557.92,Yes
9046-QEGKE,Female,0,No,No,35,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,73.32,2572.39,Yes
2233-UFHWE,Male,1,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.9,4908.58,Yes
8838-NRZYI,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),92.21,1843.12,Yes
2678-WDWBX,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.01,1390.68,Yes
7804-BXTEZ,Male,0,No,No,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.71,77.44,Yes
7472-TQVTL,Female,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.85,525.21,Yes
7932-BZPES,Female,0,No,No,40,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.49,3061.1,No
9759-WFLAI,Male,1,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.09,105.87,Yes
4872-IVTWN,Female,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),84.63,4053.88,Yes
1932-CHKRJ,Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),28.3,1157.28,No
4836-IJIUQ,Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),32.61,986.83,No
6287-LFWGV,Female,0,Yes,Yes,44,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,90.26,3978.48,No
3869-QOTZI,Male,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.32,178.39,Yes
1015-BGCOC,Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),95.88,761.99,Yes
5658-KISTA,Male,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),33.38,634.76,No
9126-EDEJJ,Male,0,Yes,Yes,40,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,84.31,3378.7,Yes
2422-NHKUL,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),100.49,3717.28,Yes
4934-WIYJJ,Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,100.91,3122.3,Yes
4365-GBQTE,Male,0,Yes,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),34.68,1080.79,No
3347-JADUA,Female,0,Yes,Yes,8,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),63.8,511.65,Yes
5177-RLWXL,Male,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.54,1314.14,Yes
2829-EONNT,Male,0,No,No,14,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),66.28,923.78,No
5119-TDVAG,Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),84.81,2546.28,Yes
1738-DRJYT,Male,0,Yes,No,67,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.14,6374.29,Yes
7936-BGKFH,Female,0,Yes,No,9,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,64.59,585.54,Yes
4296-WTTMX,Female,0,No,No,29,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),70.18,2038.77,Yes
7903-KZXZO,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,92.1,830.64,Yes
4078-EGJBD,Female,0,Yes,No,50,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),61.7,3076.71,No
4677-BEQGF,Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.03,4673.65,No
2812-MFCPO,Female,0,Yes,No,53,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),79.94,4235.16,No
6780-MJQHT,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.34,25.71,No
6055-TELWZ,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),33.4,201.54,No
3478-AGZAV,Female,0,No,No,2,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,76.51,144.59,Yes
1491-VFKKF,Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,94.34,3303.92,No
1505-VMFQF,Male,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),37.76,2111.16,No
2607-PIVVT,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.51,982.27,Yes
5653-WQUPN,Male,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),90.87,4811.03,No
7688-WLVDX,Male,0,No,No,10,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.7,663.4,Yes
7705-WBWXN,Female,0,No,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,93.82,4600.2,No
6973-YTTJA,Male,0,No,No,52,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),73.67,3840.74,No
1011-RAWFQ,Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.14,446.5,Yes
1285-FLHGF,Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.74,802.21,Yes
5702-VWPMA,Female,0,No,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),71.73,4155.16,No
6796-NNNBE,Male,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.58,1501.98,No
5814-KVPMT,Male,1,Yes,No,2,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,71.15,146.87,Yes
7584-TGOZO,Female,1,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.72,137.62,Yes
5813-DRQRS,Female,0,Yes,Yes,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.78,742.54,No
1235-PEPBE,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),87.16,93.99,Yes
6245-XVXUV,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,102.45,206.27,Yes
8335-SETGE,Male,0,No,No,9,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.55,860.08,Yes
8357-KLBDS,Male,0,Yes,Yes,54,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,87.05,4690.96,No
9681-MPQGP,Male,0,No,No,54,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),63.47,3432.28,No
8415-JELHU,Male,0,No,No,32,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),86.38,2759.15,Yes
6641-BLHKZ,Female,1,No,No,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,78.89,3865.31,No
8017-BXHTI,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.58,3982.87,Yes
8708-WYQKN,Male,0,Yes,No,6,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),63.9,382.65,No
8887-KUYZQ,Male,0,No,No,72,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,74.89,5393.52,No
3878-YSDTA,Female,0,Yes,No,69,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,67.59,4671.66,No
4916-CTBGK,Male,0,Yes,No,27,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,65.13,1764.37,No
8154-RCDTJ,Female,0,No,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.8,1316.61,No
1828-RNWNF,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.08,75.16,Yes
2689-MTZDU,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Mailed check,92.27,3970.65,Yes
1566-FCSRK,Male,0,No,No,68,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),68.27,4650.64,No
7199-DXJTC,Male,0,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.19,792.36,Yes
6496-FVQXS,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,82.24,733.11,Yes
6720-BERDF,Male,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.21,714.51,Yes
3810-QJERA,Female,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.17,336.15,Yes
